Tweet,Sentiment,Opinionated
RT @dbiello: US climate change negotiating plans revealed! [link],Negative,No
"Overheard: from Carol Browner, Assistant to the President for Energy and Climate Change - She mentioned that... [link]",Negative,No
"Maria Rodale: Does Climate Change Exist, and Does It Even Matter?: It amazes me, really, how many different views... [link]",Negative,No
"Maria Rodale: Does Climate Change Exist, and Does It Even Matter?: It amazes me, really, how many different views... [link]",Negative,No
"Stay Glued to Your Fitness Plan : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip ar... [link]",Negative,No
Media(ted) discourses and climate change: a focus on political subjectivity and (dis) engagement [link],Negative,No
RT @grittv: American media isn't putting out much on Climate Change. That's why you should watch GRIT's take![link],Negative,No
American media isn't putting out much on Climate Change. That's why you should watch GRIT's take![link],Negative,No
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",Negative,No
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",Negative,No
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",Negative,No
"Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",Negative,No
"Superb Valentine's Day Gifts For Your Kitchen : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, cli... [link]",Positive,Yes
"John Fugelsang, Climate Change, and Coal Goes Shopping: Gun advocates rallied this week in support of their rig... [link]",Negative,No
"@hawkeviper so, you are a 'No' then on global warming then and the results of that...",Negative,No
"Climate change reporting project involves Slate,Wired,PBS,CIR,Atlantic & Mother Jones [link]",Negative,No
Skirmishes renewed at U.N. global warming conference|Climate talks nearly ground to a halt before they began in .. [link],Negative,No
Skirmishes renewed at U.N. global warming conference|Climate talks nearly ground to a halt before they began in .. [link],Negative,No
"Simple Tips for Shopping for Grooved Tungsten Ring Online : A ...: ... Climate Change, clinical trials collagen, c... [link]",Negative,No
"Labour Policies : Environment, Climate Change and Energy Policy: Labour's environment, energy and climate change p... [link]",Negative,No
U.N. Climate Panel Gets an 'F': An audit of the United Nations' landmark climate change report gave 21 of the 44 c... [link],Negative,No
Climate change and our identity [link],Negative,No
Climate change and our identity [link],Negative,No
"Brilliant Tips For Valentine's Day : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",Positive,Yes
"Via Kevin Drum: Capitalism and Climate Change: Over at the Climate Desk, Clive Thompson writes that althoug... [link]",Negative,No
RT @rabbleca What is the People's World Referendum on Climate Change? [link],Negative,No
Climate change's 'evil twin' [link],Negative,Yes
RT @WHY_RU_Talking: Itz cold -_- {We could put our bodies together n start global warming},Negative,No
"Retro Video Games Consoles For Valentine's Day Gifts : A Screaming •À_O•À_: ... Climate Change, clinical trials collag... [link]",Negative,No
"Will the Iceland Volcano Change the Climate?: While volcanoes can cause changes to Earth's climate, recent eruptio... [link]",Negative,No
"Tips for Adopting A Canine : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, cl... [link]",Negative,No
Podcast:unrest in Thailand; Iran's nuclear summit;DC climate change conference ; SASC debates ballistic missile defense [link],Negative,No
"Internet Dating : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, clothes, clot... [link]",Negative,No
"As I said only days ago, we will start seeing much more tempered reporting on ""global warming"", starting w the @nytimes [link]",Negative,No
"Food Lovers Fat Loss System Review : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",Negative,No
Watchdog backs DfT climate change advert|A clever television advert claiming car pollution is the worst .. [link],Negative,Yes
global warming play decide; info & discussion game|This is a structured discussion in three stages on global .. [link],Negative,No
[link],Negative,No
"The Tension Set Wedding Rings Can Be Found Styles to Fit Every ...: ... Climate Change, clinical trials collagen, ... [link]",Negative,No
State climate change regulations face opposition •À_ New Mexico ...: Turner argued that the issue should be addresse... [link],Negative,No
"The Advantages Of Using An Elliptical Cross Trainer Before You Go ...: ... Climate Change, clinical trials collage... [link]",Negative,No
"M-Edge Touring Kindle Sleeve , Yellow | Global Warming Advices [link]",Negative,No
"The Advantages of Owning a Commercial-Grade Treadmill : A ...: ... Climate Change, clinical trials collagen, clini... [link]",Negative,No
"Selecting The Proper Music For The Perfect Valentine's Day : A ...: ... Climate Change, clinical trials collagen, ... [link]",Negative,No
"Key Lessons for Married women looking for Married : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen,... [link]",Negative,No
Can a Book on Geoengineering Change the Climate Conversation? [link],Negative,No
Can a Book on Geoengineering Change the Climate Conversation? [link],Negative,No
"How People Are Often finding themselves Waiting In A Long Line To ...: ... Climate Change, clinical trials collage... [link]",Negative,No
"Basic Rules To Think About When Beginning A Advertising Campaign ...: ... Climate Change, clinical trials collagen... [link]",Negative,No
Drilling and Climate Change [link],Negative,No
Can a Book on Geoengineering Change the Climate Conversation? [link],Negative,No
Can a Book on Geoengineering Change the Climate Conversation? [link],Negative,No
"Gather Info on How to Whiten Teeth : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",Negative,No
"How To Get Your Ex Back : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, cloth... [link]",Negative,No
Ask the ministers: climate change and energy election debate | Politics | guar.. [link],Negative,No
"USA: Climate Change Policy Update - April 12, 2010  [link]",Negative,No
Questions on Climate Change? Stormfront Has an Answer [link],Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",Negative,No
"USA: Climate Change Policy Update - April 12, 2010  [link]",Negative,No
RT @cosmicjester: Best propaganda poster ever. [link],Negative,No
#update garp_erp: Energy News: Energy headlines: Police quiz climate change sceptics •À_ FT BP to press on with [link],Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",Negative,No
USA: SEC Issues Guidance on Climate Change Disclosures [link],Negative,Yes
UN agrees to host two more rounds of climate change talks before summit in Mexico [link],Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",Negative,No
Issue 2 of WIREs Climate Change now available FREE online! [link],Negative,Yes
Crunch time for climate change bill - The Hill's E2-Wire [link],Negative,No
Senators prepare compromise climate change bill - Yahoo! News [link],Negative,No
-- Press Releases April 2010 - Climate change negotiators agree on intensified .. [link],Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",Negative,No
@SooperMexican Global warming. Clearly.,Negative,No
"@sensible Tornados, Global warming, hurricanes.",Negative,No
Is climate change a moral issue? What would God say? - Green House - USATODAY.com [link],Negative,No
Aid News - Copenhagen brought change of climate in Sino-India ties: Ramesh [link],Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",Negative,No
NPR's Science Friday and Global Warming: [link],Negative,No
Visualizations | Climate Change [link],Negative,No
@jiminhofe to Address Global Warming Skeptics at 4th ICCC. [link] #agw #tcot #tlot #climate,Negative,No
GREEN: Climate Change Wyss Fellow - Sierra Nevada Alliance:  [link],Negative,Yes
GREEN: Climate Change Wyss Fellow:  [link],Negative,Yes
Ezra Klein - Sen. Lindsey Graham: 'I care equally about immigration and climate change': [link],Negative,Yes
RT @PDofRSD: Climate scientist sues newspaper for 'poisoning' global warming debate | Environment | guardian.co.uk [link],Negative,No
PostPartisan - Harry Reid's hapless play on immigration and climate change: [link],Negative,Yes
garp_erp: Energy News: Energy headlines: Police quiz climate change sceptics - FT BP to press on with Canada o... [link],Negative,No
"I never smile, because when I do the sun comes out. 2 combat global warming, I often refrain from having fun. My smile can brighten the day.",Negative,No
"Ways The Difficult Economy has Helped people Focus on Family and ...: ... Climate Change, clinical trials collagen... [link]",Negative,Yes
Climate Change Bill In Limbo Following White House Push For Immigration Reform: The bill is not dead but it•À_s in E... [link],Negative,No
"Get Your Dunkin: Workout plan, Tenther, The Simpsons, Macbeth, Wine country Climate Change, Census 2010 [link]",Negative,No
.@PollySigh1 & it has made Frank Luntz talking points on climate change impotent as now the focus is on immigration reform! great job!,Positive,Yes
Lindsey is out.  Only GOP Sponsor Jumps Ship From Obama's Climate Change Bill [link],Negative,Yes
Veteran #climate activist asks for name change for Earth [link],Negative,No
"Trigger Numbers Online Roulette Scam : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, cl... [link]",Negative,No
Climate scientist sues newspaper for •À_poisoning•À_ global warming debate [link],Negative,No
Climate scientist sues newspaper for •À_poisoning•À_ global warming debate [link],Negative,No
Climate scientist sues newspaper for •À_poisoning•À_ global warming debate [link],Negative,No
POLITICO: Graham's own private climate change - Glenn Thrush - Graham's own private #climatechange: [link],Negative,Yes
Democratic leader moves immigration bill ahead of climate change as a Senate priority: WASHINGTON (AP) •À_ Senate Ma... [link],Negative,No
"Keeping A Migraine At Bay : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, clo... [link]",Negative,No
RT @GClugo: RT @guardianscience Climate scientist sues newspaper for 'poisoning' global warming debate [link],Negative,No
RT @guardianeco #Climate scientist sues newspaper for 'poisoning' global warming debate [link],Negative,No
"In a half hour, Carol Browner, Assistant to the President for Energy & Climate Change, will answer questions live: [link]",Negative,Yes
"Earth Day Live Chat with Carol Browner, Director of the Office of Energy and Climate Change Policy for the Obama Admin  [link]",Negative,No
Can you hedge against climate change? Read this [link],Negative,No
"how did i wind up on lists called ""global-warming-frauds,""douchebags-nuff-said,"" and ""dilusional [sic] -ho-s-that-hate""?",Negative,No
Global Warming Fact or Myth? (Daily Green) [link],Negative,No
Kerry releases #climate change law this week. How does it affect the sector? find out by reading The Week In Green Energy [link],Negative,No
"Klein: ""A '50-50' chance that the Senate passes a climate change bill this year?"" [link]",Negative,No
@andychrism Here's a link to the volcano &lt;--&gt; global warming story [link],Negative,No
@andychrism Yes. I have heard at least one person make the connection between the volcano and global warming.,Negative,No
"@brysown1 I think it will be ""The Man that controls global warming is racist"".",Negative,No
"What I Leaned This Week: Global warming, famine, nuclear annihilation - no threat to humanity is more dangerous than the Double Down.",Negative,No
Calif. Trucking Assn. joins fight to suspend state's climate-change law. (E&ENewsPM) #climatechange,Negative,No
@owillis Birthers. Global warming deniers. Young-earth Creationists. And Neil Armstrong complains about Obama•À_s NASA budget.,Negative,No
RT @redostoneage: NASAs changing Facts; Guess they thought you wouldnt notice #global warming #climate change #eco [link],Negative,No
Hill @E2Wire:Crunch time for climate change bill - [link],Negative,No
Will Supreme Court nomination bump climate change debate into next year? [link],Negative,No
RT @latimesgreen: A religious take on climate change [link],Negative,No
Great Tom Toles #climate change cartoon: [link],Negative,Yes
A religious take on climate change [link],Negative,No
"One Hot Topic: K-12 Web Sites About Global Warming: By Gail Junion-Metz -- School Library Journal, 5/1/2010 This s... [link]",Negative,No
A religious spin on climate change.[link],Negative,No
Los Angeles: A religious spin on climate change [link],Negative,No
RT @ZachBehrens RT @KQED_CapNotes Initiative campaign to suspend global warming law AB32 reports $973K raised... $500k from oil comp Valero,Negative,No
Panel Debates Business Cost Of Calif. Global Warming Law|SAN DIEGO ? Panelists debated the economic merits of .. [link],Negative,No
"@madlyv really, wtf?!  global warming?  : )",Negative,Yes
Does Northrop Bob Grumman McDonnell Believe in Global Warming?: By David Swanson (about the author) Page 1 of 1 pa... [link],Negative,No
SAARC plans expert group on climate change [link],Negative,No
"Libertarians may debate the merits of global warming, but not the worthiness of an emissions market. [link]",Negative,No
Hide the Decline' Global Warming Video Creator Says Mann Backlash Effort to ...: If you try to sweep your problem... [link],Negative,No
"Some Advices On How To Avoid Your Partner Getting Involved In ...: ... Climate Change, clinical trials collagen, c... [link]",Negative,No
"Industry Insiders: Michaelangelo L'Acqua, Global Warming: When Michaelangelo L'Acqua first entered the high stakes... [link]",Negative,No
Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming [link],Negative,No
Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming [link],Negative,No
Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming [link],Negative,No
Letter: Global warming in God's hands •À_ Knoxville News Sentinel  [link],Negative,No
Long-term fortune favours the brave on climate change [link],Positive,Yes
"Dedication And Persistence Necessary For Homegrown Hydroponics : A ...: ... Climate Change, clinical trials collag... [link]",Negative,Yes
news break story  -  Reid set to move on climate change bill ahead of immigration [link],Negative,No
Global warming retreat •À_ except for California's government: The state air board in its wisdom continues to advanc... [link],Negative,No
Only 12% of Americans Are Very Worried About Global Warming. E.P.A. Makes Its Case on Climate Change - [link],Negative,No
Immigration reform and climate change: A tale of two issues in the Senate [link],Negative,No
Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... [link],Negative,No
Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... [link],Negative,No
(UIY) Kerry: Action on climate bill remains likely (AP): AP - The Democratic sponsor of climate change legisl... [link],Negative,No
Immigration reform and climate change: A tale of two issues in the Senate [link],Negative,No
GLOBAL WARMING: Is James Cameron a Genocidal Maniac?: by John Nolte Either James Cameron is a genocidal maniac or ... [link],Negative,No
Brooke Shields annoyed with 'global warming doesn't exist' reports [link],Negative,No
Q: Should we focus our energy on climate change before immigration? (via @ztf) #GOODasks,Negative,No
A Tale of 2 Issues: Why immigration reform is getting more traction than climate change in Senate [link],Negative,No
RT @GOODfeed: Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],Negative,No
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],Negative,No
Climbing Out Of The Dark: Social Justice Replaces Global Warming!: Climate change hanging on by it's fingernails. ... [link],Negative,No
I'd like to know who gives a rat's ass if immigration comes before climate change. DO YOUR JOBS regardless of ORDER. #childrenactbetter,Negative,No
Brooke Shields Upset With Reports That Global Warming Doesn't Exist [link],Negative,No
"That Actual Provide Utilizing Automatic Global trade Swapping : A ...: ... Climate Change, clinical trials collage... [link]",Negative,No
Brooke Shields Upset With Reports that Global Warming Doesn't Exist: FOXNews By Hollie McKay The subject of global... [link],Negative,No
Environmental Economics: Note to Environmentalists Part II: The climate change bill that was supposed to be unveil... [link],Negative,No
Environmental Economics: Note to Environmentalists Part II: The climate change bill that was supposed to be unveil... [link],Negative,No
"Only a Third of Americans Believe Global Warming is Human-Caused: By Bob Ellis on April 26th, 2010 Good news! What... [link]",Negative,No
"Podcast. Climate Change, Immigration Reform and California [link]",Negative,No
"Geoff Jenkins, chairman of the United Nations Intergovernmental Panel on Climate Change [link]",Negative,No
"Retuning Of Love : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, clothes, clo... [link]",Negative,Yes
Fox News Watch Cites Media Research Center Study on Global Warming Coverage [link],Negative,No
Fox News Watch Cites Media Research Center Study on Global Warming Coverage: By Kyle Drennen (Bio | Archive) On Sa... [link],Negative,No
Graham's exit puts climate change bill in limbo (@cnn) [link],Negative,No
Soccer fever hits Namibia on global warming - by Carlos Kambaekwa: New Era OMUTHIYA - The chairman of the NFA Oshi... [link],Negative,No
via @cnnbrk cnnbrk: Graham's exit from talks puts climate change bill in limbo [link],Negative,No
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unvei... [link],Negative,No
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... [link],Negative,No
Graham's exit from talks puts climate change bill in limbo [link],Negative,No
ADVENTURES IN EPISTEMIC OPENING: Mark Levin vs Jim Manzi on Global Warming: The fancy phrase •À_epistemic closure•À_ m... [link],Negative,No
Senate dispute puts climate legislation on hold|Associated Press WASHINGTON ? Long-awaited climate change .. [link],Negative,No
Global warming: The Oxburgh Inquiry was an offer he couldn't refuse.: When Lord Oxburgh was requested to chair the... [link],Negative,No
Gawker: Logic Report: Lindsey Graham's Climate Change Bill Flip-Flop [Polidicks]: •À_ [link],Negative,No
"A Simple Guide To Head Shaving : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art... [link]",Negative,No
(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... [link],Negative,No
(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... [link],Negative,No
Climate Bill Placed on Hold Over Senate Dispute|WASHINGTON -- Long-awaited climate change legislation was put on .. [link],Negative,No
"Americans Dont Give A **** About Global Warming, Survey Says: Retail investors from cities other than in the US fe... [link]",Negative,No
Will Indigenous People Be Included in UN Climate Change Policies? [link],Negative,No
"via @cnnbrk cnnbrk: Sen. Graham's move imperils Dems' push for immigration, climate change bills. [link]",Negative,No
THR: Climate bill gives polluter and nuclear breaks - WASHINGTON (Reuters) - The U.S. climate change bill expected ... [link],Negative,No
Global Warming: The New Ombudsman? | Eurasia Review: By Sonali Huria for IPCS Global warming has purportedly put t... [link],Negative,No
@WordtotheBrides Just read your blog! And 1) Awesome 2) Who holds a climate change conference in Cancun?,Positive,Yes
Brochure on Global Warming 1992: Brochure on Global Warming 1992 added by: neham 0 comments [link],Negative,No
Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of conscious actions t... [link],Negative,No
THR: Climate bill gives polluter and nuclear breaks - WASHINGTON (Reuters) - The U.S. climate change bill expected ... [link],Negative,No
"Fat Loss Program : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip art, clothes, clo... [link]",Negative,No
"In climate data, that ""suggests"" global warming, and then the assumption that it is our doing. [link]",Negative,No
"WASHINGTON - The term Green Movement was not yet in vogue, and there was little talk of combating global warming. [link]",Negative,No
"TFF 2010: Jessica Alba, Brian Hill Talk 'Climate of Change' [link]",Negative,No
"Natives gather in Bolivia to criticize ""Copenhagen club."" [link]",Negative,No
Money | The Graham-Kerry-Lieberman global warming bill faces a hostile climate ...: World Magazine AP/Photo by Har... [link],Negative,No
WASHINGTON - There was no green movement yet and little talk of global warming. [link],Negative,No
Check this video out -- George Carlin on Global Warming [link],Negative,No
RealClearPolitics - Global Warming Panic Attack: With the Senate about to begin a long-awaited debate over energy ... [link],Negative,No
RT @Earth_News: Guardian: Climate scientist sues newspaper for 'poisoning' global warming debate [link],Negative,No
Live #ChapmanU Climate Conference:  Exciting! Climate debate coming up at 4:30.  Causes pf climate change?   [link],Negative,Yes
Looks like some ppl just gave some more $fuel$ to slow down the California global warming law #AB32. [link],Negative,No
"In November of 2008, I really wouldn't have predicted that immigration reform might move before climate-change legislation. /via @ezraklein",Negative,No
Global warming probability poll update: OCRegister (blog) And my favorite: 39 times as many people believe our bel... [link],Negative,No
RT @LAist: Photos: Protesters Take on Valero Over Initiative that Would Change California's Landmark Climate Bill: [link],Negative,Yes
LAist| Protesters Take on Valero Over Initiative that Would Change California's Landmark Climate Bill: •À_•À_•À_•À_•À_•À_•À_For ... [link],Negative,No
"Co-host Meredith Vieira talking about global warming on NBC•À_s Today , January 8, 2007. [link]",Negative,No
[CAMPAIGN] ASA dismisses complaints against DfT climate change ad: LONDON - The Advertising Standards Authority (A... [link],Negative,No
"RT @globetrottgirl I'm doing my part in contributing to both global warming and depletion of the ozone layer. I'm hot and sometimes, I fart.",Negative,No
From The Christian Post: Methodist clergy listens to members on climate change. [link],Negative,No
"**PLS SMILE, OK?** Climate change and human health studied: BETHESDA, Md., April 22 (UPI) -- The US National Insti... [link]",Negative,No
#climate of Change @tribeca film festival and on demand. #earthday #p2 [link],Negative,No
[BRANDREP] ASA dismisses complaints against DfT climate change ad: LONDON - The Advertising Standards Authority (A... [link],Negative,No
Climate scientist sues newspaper for 'poisoning' global warming debate: Andrew Weaver with the IPCC's 2007 report ... [link],Negative,No
State anti-global warming bill probably dead [link],Negative,No
"Don't be swayed by distraction of climate change, treat Earth responsibly. #EarthDay",Negative,No
"Global Warming : Fiction or fact?: Deniers claim either that there is no global warming, or that it is not due to ... [link]",Negative,No
RT @TheBCast: The B-Cast Interview: Minnesotans for Global Warming' Fight YouTube Takedowns [link],Negative,No
"State's Global Warming Bill May Not Have Votes to Pass: MADISON, Wis. (WTAQ) - There might not be enough votes in ... [link]",Negative,No
RT @PIPIL4LIFE: Solar activity and climate change [link],Negative,No
Video: Larry Brilliant on the volcano and climate change [link],Positive,Yes
Global warming bill likely dead: By Jason Stein and Patrick Marley of the Journal Sentinel Madison •À_ A bill to cut... [link],Negative,No
Fishing from the Other Side of the Boat (Creation Sunday Sermon on Christianity and Global Warming) [link],Negative,No
Getting into Hot Water: Evangelicals and Global Warming: by Benjamin B. Phillips Since 2000 various evangelical gr... [link],Negative,No
Global Warming = Mobile Phones? [link],Negative,No
Betting on climate change [link],Negative,No
Volcanic Eruptions Global Warming:: Lacerta knew he imperforate to go to milwaukee to suavely be centrifugal to er... [link],Negative,No
"Wed 4/21 #ChapmanU Climate Change confab opens w/film nite at Knott Studios, 7pm: Into the Arctic, Living Sea. Free. [link]",Negative,Yes
Opponents ramp up effort to delay Calif. global warming law [link],Negative,No
How many are aware of the World People's Conference On Climate Change and Earth Rights in Bolivia #EarthWeek #Indigenous #1stNations,Negative,No
Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
"OK, that last part was a joke, but here is the latest ranking for the UN Climate Change panel.  [link]",Negative,No
Sorry I won't be able to accept the invitation to be a panelist at Bolivia Climate Change Talks [link],Negative,Yes
"Iceland Volcano Vs. Alternative Energy and Global Warming (FSLR, PBW, PEIX) [link]",Negative,No
RT @latimes: Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
RT @ sharifkouddous Indigenous groups from across Bolivia arriving at World People's conference on climate change [link],Negative,No
"effects of global warming •À_ We Are God's Caretakers by Cory L. Kemp: An Inconvenient Truth, the documentary and bo... [link]",Negative,No
"Dollars, Sense and Climate Change [link]",Negative,No
Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
Foes of California's global warming law pour money into a campaign to delay it [link],Negative,No
"Global Warming Bill Expected Next Monday: Senators John Kerry, Lindsey Graham and Joseph Lieberman are expected to... [link]",Negative,No
Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... [link],Negative,No
Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... [link],Negative,No
#KCRW GoodFood Blog: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes [link],Negative,No
Great article  [link],Positive,Yes
Commonsense & Wonder: Global warming needed here: [link],Negative,No
"Global Warming Science: Global Warming Summary. The Summary [updated 2009/08/16]. The Simplified "" Nutshell"" [upda... [link]",Negative,No
Contra Costa Times editorial: Assess global warming with uncensored science ...: THE DEBATE over global warming ha... [link],Negative,No
Global warming: Balancing quotes: There are some who are saying that because the Oxburgh inquiry didn't come back ... [link],Negative,No
"Ben Bova: In the news ... global warming, stock market and Earth Day: By BEN BOVA One swallow does not a summer ma... [link]",Negative,No
PODCAST: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes [link],Negative,No
Climate Change Initiatives [link],Negative,No
Greenhoof •À_ Blog Archive •À_ From tobacco to climate change ... [link],Negative,No
Pavley predicts ballot measure will aim to overturn global warming law [link],Negative,No
"County disputes global warming: By Laura London, Staff Writer The Otero County Commission had an involved discussi... [link]",Negative,No
"What Do You Think Of Global Warming? - Find Answers to this Question: Answers to the question, What Do You Think O... [link]",Negative,No
It looks like a new climate change bill is going to be introduced in the Senate a week from Monday.  Not sure the... [link],Negative,Yes
New strategy for Senate's climate bill leaves out global warming: Global warming policy is no longer driving compr... [link],Negative,No
Cuccinelli files motion to force EPA to reopen global warming finding: Virginia Attorney General Ken Cuccinelli ha... [link],Negative,No
"My mind is not closed re global warming. The opposite. I want evidence on BOTH SIDES presented fairly, so We can judge, not Uncle Gorey.",Negative,No
What to Do When the Current Climate Change Legislation Threatens to Do More Harm Than Good [link],Negative,No
"Gov. Christie Cuts NJ's Global-Warming Fund: Gov. Chris Christie is taking $65 million, the entire allocation, fro... [link]",Negative,Yes
C3: New Mexico's Democrats/Liberals Push Global Warming ...: Read here. Despite the US government temperature data... [link],Negative,No
Global Warming Measurements Don't Account For 'Missing Heat' [link],Negative,No
Volcanic ash an air traffic-stopper but not a climate or health hazard: Unless there's a big change in the amount ... [link],Negative,No
"Who Cares About Global Warming?: by Jackie Gingrich Cushman In 1971, I joined my parents and older sister in the s... [link]",Negative,No
The climate is worsening for a debate on global warming: That's why the University of East Anglia's Climate Resear... [link],Negative,No
RT @JulesBeaujolais: Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv,Negative,No
Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv,Negative,No
"@Heritage Global Warming, Melting Glaciers and Prohibition  [link]",Negative,No
"Don Blankenship: Mine Safety Regulators ""As Silly as Global Warming"" [link]",Negative,No
Wisconsin's scaled-back global warming bill unveiled | Alternative ... [link],Negative,No
@AG_323 ur tweet about #drakeseyebrows causing global warming lol,Negative,No
"Ditch Cardio for Rapid Fat Loss : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip ar... [link]",Negative,No
Nice. RT @Cubachi: Governor Christie will cut all $65 million from NJ's global warming fund [link],Negative,No
The most expensive provisions of the governor's global warming task force remain in the new substitute amendment. [link],Negative,No
"Bring Back The Hair That You Once Had With Nanogen's Nanofibers ...: ... Climate Change, clinical trials collagen,... [link]",Negative,No
Christie cutting $65 million for global warming prevention: BY TOM HESTER SR. Gov. Chris Christie is taking $65 mi... [link],Negative,No
"Don Blankenship Called Safety Regulators ""as Silly as Global Warming"" [link]",Negative,No
Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' [link],Negative,No
US Senators prepare compromise climate change bill [link],Negative,No
Senators prepare compromise climate change bill | Reuters [link],Negative,No
"Street-corner Global-warming Counsel: Urgh, certain elements of this item in Sunday's Washington Post, •À_Five Myths... [link]",Negative,Yes
"Finding The Right Gifts To Give To Your Wedding Guests : A ...: ... Climate Change, clinical trials collagen, clin... [link]",Negative,No
april showers on us......right now!  feels like winter? Global Warming?,Negative,No
"Sunday Funnies: Stephen Colbert Moderates Global Warming Debate: By Noel Sheppard (Bio | Archive) In fairness, it ... [link]",Negative,No
Comedy Central's Stephen Colbert on Tuesday actually moderated a debate about global warming. [link],Negative,No
"Baby Furniture ? Keeping Baby Safe : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",Negative,No
THR: Senators prepare compromise climate change bill - WASHINGTON (Reuters) - Six months after introducing a sweepi... [link],Negative,No
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",Negative,No
@bloodless_coup There's a link to Luntz' climate change memo here:[link] #p2 #tcot,Negative,No
A religious take on climate change [link],Negative,No
"Minnesotans 4 Global Warming threatened with law suit over ""Hide The Decline"" video.Respond with new vid. [link]",Negative,No
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",Negative,No
"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. [link]",Negative,No
"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. [link]",Negative,No
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",Negative,No
Are you ready for the climate change? PLI is with Environmental Regulation & Commercial Implications 2010: How the... http://bit.ly/cYxGvk,Negative,No
LIVE TONIGHT: Fellow Heather Rogers joins Climate Change Expert James Hansen to discuss REAL solutions to Climate... http://bit.ly/aT8CgK,Negative,No
Plan B: California Braces for Climate Change. http://bit.ly/b7w8Rf,Negative,No
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0yn",Negative,No
"@angiemartinez & it's about 2 be 86 degrees out here in NYC, shiiiiiitttt, fuck glodman/sachs, Obama better get a plan 4 this global warming",Negative,No
